YEAR,STATE,COUNTY,NAAQS POLLUTANT,NAAQS LEVEL AND AVERAGING TIME,NAAQS STANDARD,ATTAINMENT STATUS
2023,New York,Hamilton,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Herkimer,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Jefferson,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Kings,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Lewis,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Livingston,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Madison,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Monroe,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Montgomery,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Nassau,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,New York,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Niagara,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Oneida,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Onondaga,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Ontario,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Orange,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Orleans,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Oswego,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Otsego,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Putnam,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Queens,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Rensselaer,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Richmond,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Rockland,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Saratoga,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schenectady,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schoharie,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schuyler,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Seneca,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Steuben,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,St. Lawrence,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Suffolk,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Sullivan,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Tioga,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Tompkins,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Ulster,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Warren,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Washington,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Wayne,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Westchester,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Severe - Nonattainment
2023,New York,Wyoming,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Yates,Ozone (O3) - 2008,8-hour (0.075 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Albany,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Allegany,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Bronx,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Broome,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Cattaraugus,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Cayuga,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Chautauqua,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Chemung,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Chenango,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Clinton,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Columbia,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Cortland,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Delaware,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Dutchess,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Erie,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Essex,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Franklin,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Fulton,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Genesee,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Greene,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Hamilton,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Herkimer,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Jefferson,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Kings,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Lewis,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Livingston,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Madison,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Monroe,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Montgomery,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Nassau,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,New York,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Niagara,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Oneida,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Onondaga,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Ontario,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Orange,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Orleans,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Oswego,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Otsego,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Putnam,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Queens,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Rensselaer,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Richmond,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Rockland,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Saratoga,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schenectady,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schoharie,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Schuyler,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Seneca,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Steuben,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,St. Lawrence,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Suffolk,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Sullivan,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Tioga,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Tompkins,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Ulster,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Warren,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Washington,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Wayne,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Westchester,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Serious - Nonattainment
2023,New York,Wyoming,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,Yates,Ozone (O3) - 2015,8-hour (0.070 ppm),Annual 4th highest daily max 8-hour concentration over 3 years,Attainment
2023,New York,New York,Particulate Matter (PM10) - 1987,24 hours (150 ug/m3),Not to be exceeded more than once per year on average over 3 years,Moderate - Nonattainment
2023,New York,Albany,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Allegany,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Bronx,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Broome,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Cattaraugus,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Cayuga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Chautauqua,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Chemung,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Chenango,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Clinton,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Columbia,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Cortland,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Delaware,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Dutchess,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Erie,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Essex,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Franklin,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Fulton,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Genesee,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Greene,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Hamilton,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Herkimer,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Jefferson,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Kings,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Lewis,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Livingston,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Madison,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Monroe,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Montgomery,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Nassau,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,New York,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Niagara,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Oneida,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Onondaga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Ontario,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Orange,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Orleans,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Oswego,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Otsego,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Putnam,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Queens,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Rensselaer,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Richmond,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Rockland,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Saratoga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schenectady,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schoharie,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schuyler,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Seneca,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Steuben,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,St. Lawrence,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Suffolk,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Sullivan,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Tioga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Tompkins,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Ulster,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Warren,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Washington,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Wayne,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Westchester,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Wyoming,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Yates,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Albany,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Allegany,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Bronx,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Broome,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cattaraugus,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cayuga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chautauqua,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chemung,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chenango,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Clinton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Columbia,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cortland,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Delaware,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Dutchess,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Erie,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Essex,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Franklin,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Fulton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Genesee,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Greene,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Hamilton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Herkimer,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Jefferson,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Kings,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Lewis,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Livingston,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Madison,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Monroe,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Montgomery,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Nassau,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,New York,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Niagara,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Oneida,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Onondaga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Ontario,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Orange,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Orleans,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Oswego,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Otsego,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
