County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Oneida,Vernon Vg PD,2013,1,9,10,0,0,0,1,9,10
Oneida,Vernon Vg PD,2014,1,9,10,0,0,0,1,9,10
Oneida,Vernon Vg PD,2015,1,9,10,0,0,0,1,9,10
Oneida,Vernon Vg PD,2016,1,9,10,0,0,0,1,9,10
Oneida,Vernon Vg PD,2017,1,8,9,0,0,0,1,8,9
Oneida,Vernon Vg PD,2018,1,8,9,0,0,0,1,8,9
Oneida,Vernon Vg PD,2019,1,10,11,0,0,0,1,10,11
Oneida,Vernon Vg PD,2021,0,11,11,0,0,0,0,11,11
Oneida,Vernon Vg PD,2022,0,11,11,0,0,0,0,11,11
Oneida,Vernon Vg PD,2023,0,13,13,0,0,0,0,13,13
Oneida,Whitesboro Vg PD,2007,8,2,10,0,0,0,8,2,10
Oneida,Whitesboro Vg PD,2008,8,3,11,0,0,0,8,3,11
Oneida,Whitesboro Vg PD,2009,7,3,10,0,0,0,7,3,10
Oneida,Whitesboro Vg PD,2010,7,2,9,0,0,0,7,2,9
Oneida,Whitesboro Vg PD,2011,6,3,9,0,0,0,6,3,9
Oneida,Whitesboro Vg PD,2012,6,3,9,0,0,0,6,3,9
Oneida,Whitesboro Vg PD,2013,6,4,10,0,0,0,6,4,10
Oneida,Whitesboro Vg PD,2014,6,5,11,0,0,0,6,5,11
Oneida,Whitesboro Vg PD,2015,5,6,11,0,0,0,5,6,11
Oneida,Whitesboro Vg PD,2016,5,5,10,0,0,0,5,5,10
Oneida,Whitesboro Vg PD,2017,6,4,10,0,0,0,6,4,10
Oneida,Whitesboro Vg PD,2018,6,6,12,0,0,0,6,6,12
Oneida,Whitesboro Vg PD,2020,5,6,11,0,0,0,5,6,11
Oneida,Whitesboro Vg PD,2021,5,5,10,0,0,0,5,5,10
Oneida,Whitesboro Vg PD,2022,5,6,11,0,0,0,5,6,11
Oneida,Whitesboro Vg PD,2023,5,5,10,0,0,0,5,5,10
Oneida,Whitestown Town PD,2007,6,5,11,0,0,0,6,5,11
Oneida,Whitestown Town PD,2008,6,6,12,0,0,0,6,6,12
Oneida,Whitestown Town PD,2009,7,6,13,0,0,0,7,6,13
Oneida,Whitestown Town PD,2010,7,6,13,0,1,1,7,7,14
Oneida,Whitestown Town PD,2011,7,5,12,0,1,1,7,6,13
Oneida,Whitestown Town PD,2012,7,5,12,0,1,1,7,6,13
Oneida,Whitestown Town PD,2013,7,5,12,0,1,1,7,6,13
Oneida,Whitestown Town PD,2014,6,7,13,0,0,0,6,7,13
Oneida,Whitestown Town PD,2015,6,7,13,0,0,0,6,7,13
Oneida,Whitestown Town PD,2016,6,7,13,0,0,0,6,7,13
Oneida,Whitestown Town PD,2017,6,6,12,0,0,0,6,6,12
Oneida,Whitestown Town PD,2018,6,8,14,0,1,1,6,9,15
Oneida,Whitestown Town PD,2019,7,7,14,0,0,0,7,7,14
Oneida,Whitestown Town PD,2020,7,7,14,0,0,0,7,7,14
Oneida,Whitestown Town PD,2021,5,9,14,0,0,0,5,9,14
Oneida,Whitestown Town PD,2022,7,7,14,0,0,0,7,7,14
Oneida,Whitestown Town PD,2023,5,9,14,0,0,0,5,9,14
Oneida,Yorkville Vg PD,2007,4,7,11,0,0,0,4,7,11
Oneida,Yorkville Vg PD,2008,3,7,10,0,0,0,3,7,10
Oneida,Yorkville Vg PD,2009,3,7,10,0,0,0,3,7,10
Oneida,Yorkville Vg PD,2010,3,5,8,0,0,0,3,5,8
Oneida,Yorkville Vg PD,2011,3,8,11,0,0,0,3,8,11
Oneida,Yorkville Vg PD,2012,4,10,14,0,0,0,4,10,14
Oneida,Yorkville Vg PD,2013,4,12,16,0,0,0,4,12,16
Oneida,Yorkville Vg PD,2014,4,9,13,0,0,0,4,9,13
Oneida,Yorkville Vg PD,2015,4,12,16,0,0,0,4,12,16
Oneida,Yorkville Vg PD,2016,3,12,15,0,0,0,3,12,15
Oneida,Yorkville Vg PD,2017,3,10,13,0,0,0,3,10,13
Oneida,Yorkville Vg PD,2018,4,9,13,0,0,0,4,9,13
Oneida,Yorkville Vg PD,2020,3,10,13,0,0,0,3,10,13
Oneida,Yorkville Vg PD,2022,3,13,16,0,0,0,3,13,16
Oneida,Yorkville Vg PD,2023,3,12,15,0,0,0,3,12,15
Onondaga,Baldwinsville Vg PD,2007,15,0,15,3,0,3,18,0,18
Onondaga,Baldwinsville Vg PD,2008,15,0,15,3,0,3,18,0,18
Onondaga,Baldwinsville Vg PD,2009,14,0,14,3,0,3,17,0,17
Onondaga,Baldwinsville Vg PD,2010,12,0,12,2,0,2,14,0,14
Onondaga,Baldwinsville Vg PD,2011,11,0,11,1,1,2,12,1,13
Onondaga,Baldwinsville Vg PD,2012,10,0,10,1,1,2,11,1,12
Onondaga,Baldwinsville Vg PD,2013,11,4,15,1,1,2,12,5,17
Onondaga,Baldwinsville Vg PD,2014,11,5,16,1,1,2,12,6,18
Onondaga,Baldwinsville Vg PD,2015,11,5,16,1,1,2,12,6,18
Onondaga,Baldwinsville Vg PD,2016,11,3,14,1,1,2,12,4,16
Onondaga,Baldwinsville Vg PD,2017,11,1,12,1,1,2,12,2,14
Onondaga,Baldwinsville Vg PD,2018,10,2,12,1,1,2,11,3,14
Onondaga,Baldwinsville Vg PD,2019,13,1,14,1,1,2,14,2,16
Onondaga,Baldwinsville Vg PD,2020,12,4,16,1,1,2,13,5,18
Onondaga,Baldwinsville Vg PD,2021,13,0,13,1,1,2,14,1,15
Onondaga,Baldwinsville Vg PD,2022,13,2,15,1,1,2,14,3,17
Onondaga,Baldwinsville Vg PD,2023,13,2,15,1,1,2,14,3,17
Onondaga,Camillus Town and Vg PD,2007,24,4,28,2,1,3,26,5,31
Onondaga,Camillus Town and Vg PD,2008,24,3,27,2,0,2,26,3,29
Onondaga,Camillus Town and Vg PD,2009,24,2,26,2,0,2,26,2,28
Onondaga,Camillus Town and Vg PD,2010,22,3,25,2,0,2,24,3,27
Onondaga,Camillus Town and Vg PD,2011,23,6,29,2,0,2,25,6,31
Onondaga,Camillus Town and Vg PD,2012,23,6,29,2,0,2,25,6,31
Onondaga,Camillus Town and Vg PD,2013,23,6,29,2,0,2,25,6,31
Onondaga,Camillus Town and Vg PD,2014,22,6,28,1,2,3,23,8,31
Onondaga,Camillus Town and Vg PD,2015,20,5,25,1,3,4,21,8,29
Onondaga,Camillus Town and Vg PD,2016,24,5,29,2,1,3,26,6,32
Onondaga,Camillus Town and Vg PD,2017,24,4,28,3,1,4,27,5,32
Onondaga,Camillus Town and Vg PD,2018,24,5,29,3,2,5,27,7,34
Onondaga,Camillus Town and Vg PD,2019,24,8,32,3,2,5,27,10,37
Onondaga,Camillus Town and Vg PD,2020,24,5,29,4,7,11,28,12,40
Onondaga,Camillus Town and Vg PD,2021,24,4,28,2,3,5,26,7,33
Onondaga,Camillus Town and Vg PD,2022,24,9,33,2,4,6,26,13,39
Onondaga,Camillus Town and Vg PD,2023,25,11,36,2,2,4,27,13,40
Onondaga,Cicero Town PD,2007,14,11,25,1,3,4,15,14,29
Onondaga,Cicero Town PD,2008,14,14,28,1,3,4,15,17,32
Onondaga,Cicero Town PD,2009,14,11,25,1,1,2,15,12,27
Onondaga,Cicero Town PD,2010,13,9,22,1,2,3,14,11,25
Onondaga,Cicero Town PD,2011,13,10,23,1,2,3,14,12,26
Onondaga,Cicero Town PD,2013,16,9,25,0,2,2,16,11,27
Onondaga,Cicero Town PD,2015,15,3,18,0,2,2,15,5,20
Onondaga,Cicero Town PD,2020,15,3,18,0,0,0,15,3,18
Onondaga,Cicero Town PD,2021,16,1,17,1,1,2,17,2,19
Onondaga,Cicero Town PD,2022,18,8,26,1,1,2,19,9,28
Onondaga,Cicero Town PD,2023,20,5,25,1,1,2,21,6,27
Onondaga,DeWitt Town PD,2007,37,0,37,3,0,3,40,0,40
Onondaga,DeWitt Town PD,2008,37,0,37,3,1,4,40,1,41
Onondaga,DeWitt Town PD,2009,38,0,38,4,0,4,42,0,42
Onondaga,DeWitt Town PD,2010,34,0,34,4,0,4,38,0,38
Onondaga,DeWitt Town PD,2011,36,0,36,4,0,4,40,0,40
Onondaga,DeWitt Town PD,2012,36,0,36,2,2,4,38,2,40
Onondaga,DeWitt Town PD,2013,35,0,35,2,3,5,37,3,40
Onondaga,DeWitt Town PD,2014,38,0,38,2,2,4,40,2,42
Onondaga,DeWitt Town PD,2015,44,0,44,3,2,5,47,2,49
Onondaga,DeWitt Town PD,2016,44,0,44,4,1,5,48,1,49
Onondaga,DeWitt Town PD,2017,42,0,42,4,0,4,46,0,46
Onondaga,DeWitt Town PD,2018,42,0,42,2,3,5,44,3,47
Onondaga,DeWitt Town PD,2019,43,0,43,3,2,5,46,2,48
Onondaga,DeWitt Town PD,2020,43,0,43,3,2,5,46,2,48
Onondaga,DeWitt Town PD,2021,45,0,45,4,0,4,49,0,49
Onondaga,DeWitt Town PD,2022,41,0,41,4,0,4,45,0,45
Onondaga,DeWitt Town PD,2023,43,0,43,3,0,3,46,0,46
Onondaga,Geddes Town PD,2007,16,0,16,2,0,2,18,0,18
Onondaga,Geddes Town PD,2008,15,0,15,2,0,2,17,0,17
Onondaga,Geddes Town PD,2009,15,0,15,2,0,2,17,0,17
Onondaga,Geddes Town PD,2010,14,0,14,2,0,2,16,0,16
Onondaga,Geddes Town PD,2011,14,0,14,2,0,2,16,0,16
Onondaga,Geddes Town PD,2012,14,2,16,2,0,2,16,2,18
Onondaga,Geddes Town PD,2013,13,2,15,2,0,2,15,2,17
Onondaga,Geddes Town PD,2014,14,4,18,2,0,2,16,4,20
Onondaga,Geddes Town PD,2015,14,5,19,2,0,2,16,5,21
Onondaga,Geddes Town PD,2016,15,5,20,2,0,2,17,5,22
Onondaga,Geddes Town PD,2017,15,2,17,2,0,2,17,2,19
Onondaga,Geddes Town PD,2018,14,4,18,2,0,2,16,4,20
Onondaga,Geddes Town PD,2019,17,3,20,2,1,3,19,4,23
Onondaga,Geddes Town PD,2020,16,3,19,2,1,3,18,4,22
Onondaga,Geddes Town PD,2021,17,2,19,3,0,3,20,2,22
Onondaga,Geddes Town PD,2022,17,4,21,3,1,4,20,5,25
Onondaga,Geddes Town PD,2023,23,2,25,3,1,4,26,3,29
Onondaga,Jordan Vg PD,2008,0,8,8,0,0,0,0,8,8
Onondaga,Jordan Vg PD,2009,0,7,7,0,0,0,0,7,7
Onondaga,Jordan Vg PD,2010,0,7,7,0,1,1,0,8,8
Onondaga,Jordan Vg PD,2011,0,6,6,0,0,0,0,6,6
Onondaga,Jordan Vg PD,2012,0,7,7,0,0,0,0,7,7
Onondaga,Jordan Vg PD,2013,0,6,6,0,1,1,0,7,7
Onondaga,Jordan Vg PD,2014,0,6,6,0,0,0,0,6,6
Onondaga,Jordan Vg PD,2015,0,7,7,0,0,0,0,7,7
Onondaga,Jordan Vg PD,2016,0,8,8,0,0,0,0,8,8
Onondaga,Jordan Vg PD,2017,0,8,8,0,1,1,0,9,9
Onondaga,Jordan Vg PD,2018,0,8,8,0,0,0,0,8,8
Onondaga,Jordan Vg PD,2019,0,8,8,0,1,1,0,9,9
Onondaga,Jordan Vg PD,2020,0,8,8,0,1,1,0,9,9
Onondaga,Jordan Vg PD,2021,0,7,7,0,1,1,0,8,8
Onondaga,Jordan Vg PD,2022,0,7,7,0,1,1,0,8,8
Onondaga,Jordan Vg PD,2023,0,7,7,0,1,1,0,8,8
Onondaga,Liverpool Vg PD,2007,3,7,10,1,0,1,4,7,11
Onondaga,Liverpool Vg PD,2008,5,8,13,1,0,1,6,8,14
Onondaga,Liverpool Vg PD,2009,5,9,14,1,3,4,6,12,18
Onondaga,Liverpool Vg PD,2010,5,10,15,1,3,4,6,13,19
Onondaga,Liverpool Vg PD,2011,5,10,15,1,3,4,6,13,19
Onondaga,Liverpool Vg PD,2012,4,10,14,1,0,1,5,10,15
Onondaga,Liverpool Vg PD,2013,5,8,13,1,0,1,6,8,14
Onondaga,Liverpool Vg PD,2014,5,10,15,1,0,1,6,10,16
Onondaga,Liverpool Vg PD,2015,4,12,16,1,0,1,5,12,17
Onondaga,Liverpool Vg PD,2016,5,9,14,0,1,1,5,10,15
Onondaga,Liverpool Vg PD,2017,5,11,16,0,1,1,5,12,17
Onondaga,Liverpool Vg PD,2018,4,12,16,0,1,1,4,13,17
Onondaga,Liverpool Vg PD,2019,4,11,15,0,1,1,4,12,16
Onondaga,Liverpool Vg PD,2020,4,8,12,0,4,4,4,12,16
Onondaga,Liverpool Vg PD,2021,5,5,10,0,1,1,5,6,11
Onondaga,Liverpool Vg PD,2022,4,9,13,0,1,1,4,10,14
Onondaga,Liverpool Vg PD,2023,5,5,10,0,1,1,5,6,11
Onondaga,Manlius Town PD,2007,38,0,38,6,2,8,44,2,46
Onondaga,Manlius Town PD,2008,38,0,38,8,1,9,46,1,47
Onondaga,Manlius Town PD,2009,38,0,38,8,1,9,46,1,47
Onondaga,Manlius Town PD,2010,37,0,37,8,1,9,45,1,46
Onondaga,Manlius Town PD,2011,36,0,36,8,1,9,44,1,45
Onondaga,Manlius Town PD,2013,35,0,35,7,2,9,42,2,44
Onondaga,Manlius Town PD,2014,36,0,36,7,2,9,43,2,45
Onondaga,Manlius Town PD,2015,36,0,36,7,2,9,43,2,45
Onondaga,Manlius Town PD,2016,36,0,36,7,1,8,43,1,44
Onondaga,Manlius Town PD,2017,37,1,38,0,0,0,37,1,38
Onondaga,Manlius Town PD,2018,38,0,38,6,2,8,44,2,46
Onondaga,Manlius Town PD,2019,37,0,37,5,2,7,42,2,44
Onondaga,Manlius Town PD,2020,34,1,35,4,2,6,38,3,41
Onondaga,Manlius Town PD,2021,36,3,39,4,0,4,40,3,43
Onondaga,Manlius Town PD,2022,35,6,41,4,2,6,39,8,47
Onondaga,Manlius Town PD,2023,36,7,43,4,2,6,40,9,49
Onondaga,Marcellus Vg PD,2007,1,10,11,0,2,2,1,12,13
Onondaga,Marcellus Vg PD,2009,0,14,14,0,1,1,0,15,15
Onondaga,Marcellus Vg PD,2010,0,13,13,0,1,1,0,14,14
Onondaga,Marcellus Vg PD,2011,0,14,14,0,1,1,0,15,15
Onondaga,Marcellus Vg PD,2012,0,13,13,0,1,1,0,14,14
Onondaga,Marcellus Vg PD,2013,0,12,12,0,1,1,0,13,13
Onondaga,Marcellus Vg PD,2014,0,12,12,0,1,1,0,13,13
Onondaga,Marcellus Vg PD,2015,0,14,14,0,1,1,0,15,15
Onondaga,Marcellus Vg PD,2016,0,14,14,0,1,1,0,15,15
Onondaga,Marcellus Vg PD,2017,0,15,15,0,1,1,0,16,16
Onondaga,Marcellus Vg PD,2018,0,18,18,0,1,1,0,19,19
Onondaga,Marcellus Vg PD,2019,0,16,16,0,1,1,0,17,17
Onondaga,Marcellus Vg PD,2021,0,14,14,0,1,1,0,15,15
Onondaga,Marcellus Vg PD,2022,0,15,15,0,1,1,0,16,16
Onondaga,Marcellus Vg PD,2023,0,11,11,0,1,1,0,12,12
Onondaga,North Syracuse Vg PD,2007,13,0,13,1,1,2,14,1,15
Onondaga,North Syracuse Vg PD,2008,12,3,15,1,2,3,13,5,18
Onondaga,North Syracuse Vg PD,2009,13,2,15,1,2,3,14,4,18
Onondaga,North Syracuse Vg PD,2010,10,2,12,1,2,3,11,4,15
Onondaga,North Syracuse Vg PD,2011,10,5,15,1,1,2,11,6,17
Onondaga,North Syracuse Vg PD,2012,10,6,16,1,1,2,11,7,18
Onondaga,North Syracuse Vg PD,2013,10,5,15,1,1,2,11,6,17
Onondaga,North Syracuse Vg PD,2014,10,4,14,1,1,2,11,5,16
Onondaga,North Syracuse Vg PD,2015,9,4,13,1,1,2,10,5,15
Onondaga,North Syracuse Vg PD,2016,10,4,14,1,1,2,11,5,16
Onondaga,North Syracuse Vg PD,2017,10,4,14,1,1,2,11,5,16
Onondaga,North Syracuse Vg PD,2018,10,6,16,1,1,2,11,7,18
Onondaga,North Syracuse Vg PD,2019,11,5,16,1,1,2,12,6,18
Onondaga,North Syracuse Vg PD,2020,11,4,15,1,1,2,12,5,17
Onondaga,North Syracuse Vg PD,2021,11,5,16,1,1,2,12,6,18
Onondaga,North Syracuse Vg PD,2022,12,6,18,1,0,1,13,6,19
Onondaga,North Syracuse Vg PD,2023,7,6,13,1,1,2,8,7,15
Onondaga,Onondaga County Park Rangers,2007,1,19,20,0,4,4,1,23,24
Onondaga,Onondaga County Park Rangers,2008,1,20,21,0,5,5,1,25,26
Onondaga,Onondaga County Park Rangers,2009,1,18,19,0,4,4,1,22,23
Onondaga,Onondaga County Park Rangers,2010,1,18,19,0,1,1,1,19,20
Onondaga,Onondaga County Park Rangers,2011,1,17,18,0,3,3,1,20,21
Onondaga,Onondaga County Park Rangers,2013,1,19,20,0,2,2,1,21,22
Onondaga,Onondaga County Park Rangers,2014,1,17,18,0,1,1,1,18,19
Onondaga,Onondaga County Park Rangers,2015,1,17,18,0,1,1,1,18,19
Onondaga,Onondaga County Park Rangers,2016,1,21,22,0,1,1,1,22,23
Onondaga,Onondaga County Park Rangers,2017,1,19,20,0,1,1,1,20,21
Onondaga,Onondaga County Park Rangers,2018,1,17,18,0,2,2,1,19,20
Onondaga,Onondaga County Park Rangers,2019,1,22,23,0,1,1,1,23,24
Onondaga,Onondaga County Park Rangers,2020,1,21,22,0,1,1,1,22,23
Onondaga,Onondaga County Park Rangers,2021,1,22,23,0,0,0,1,22,23
Onondaga,Onondaga County Park Rangers,2022,1,20,21,0,1,1,1,21,22
Onondaga,Onondaga County Park Rangers,2023,1,21,22,0,1,1,1,22,23
Onondaga,Onondaga County Sheriff,2007,238,20,258,49,10,59,287,30,317
Onondaga,Onondaga County Sheriff,2008,249,25,274,48,10,58,297,35,332
Onondaga,Onondaga County Sheriff,2009,262,27,289,42,5,47,304,32,336
Onondaga,Onondaga County Sheriff,2010,228,0,228,38,5,43,266,5,271
Onondaga,Onondaga County Sheriff,2011,227,18,245,40,5,45,267,23,290
Onondaga,Onondaga County Sheriff,2013,223,21,244,49,14,63,272,35,307
Onondaga,Onondaga County Sheriff,2014,212,17,229,38,6,44,250,23,273
Onondaga,Onondaga County Sheriff,2015,215,22,237,37,4,41,252,26,278
Onondaga,Onondaga County Sheriff,2016,215,22,237,32,6,38,247,28,275
Onondaga,Onondaga County Sheriff,2017,202,25,227,34,5,39,236,30,266
Onondaga,Onondaga County Sheriff,2018,205,31,236,30,8,38,235,39,274
Onondaga,Onondaga County Sheriff,2019,212,29,241,43,15,58,255,44,299
Onondaga,Onondaga County Sheriff,2020,191,0,191,41,6,47,232,6,238
Onondaga,Onondaga County Sheriff,2021,217,0,217,38,5,43,255,5,260
Onondaga,Onondaga County Sheriff,2022,216,0,216,41,7,48,257,7,264
Onondaga,Onondaga County Sheriff,2023,205,32,237,39,9,48,244,41,285
Onondaga,Skaneateles Vg PD,2007,5,5,10,0,1,1,5,6,11
Onondaga,Skaneateles Vg PD,2008,5,7,12,0,1,1,5,8,13
Onondaga,Skaneateles Vg PD,2009,5,6,11,0,1,1,5,7,12
Onondaga,Skaneateles Vg PD,2010,5,6,11,0,1,1,5,7,12
Onondaga,Skaneateles Vg PD,2011,4,9,13,0,1,1,4,10,14
Onondaga,Skaneateles Vg PD,2012,2,11,13,1,0,1,3,11,14
Onondaga,Skaneateles Vg PD,2013,2,12,14,0,1,1,2,13,15
Onondaga,Skaneateles Vg PD,2014,1,13,14,1,0,1,2,13,15
Onondaga,Skaneateles Vg PD,2015,1,12,13,0,2,2,1,14,15
Onondaga,Skaneateles Vg PD,2016,1,13,14,0,2,2,1,15,16
Onondaga,Skaneateles Vg PD,2017,3,11,14,0,2,2,3,13,16
Onondaga,Skaneateles Vg PD,2018,1,13,14,0,1,1,1,14,15
Onondaga,Skaneateles Vg PD,2019,2,10,12,1,0,1,3,10,13
Onondaga,Skaneateles Vg PD,2020,2,9,11,0,0,0,2,9,11
Onondaga,Skaneateles Vg PD,2021,4,6,10,1,0,1,5,6,11
Onondaga,Skaneateles Vg PD,2022,4,7,11,1,0,1,5,7,12
Onondaga,Skaneateles Vg PD,2023,4,8,12,0,0,0,4,8,12
Onondaga,Solvay Vg PD,2007,13,8,21,2,0,2,15,8,23
Onondaga,Solvay Vg PD,2008,13,5,18,2,0,2,15,5,20
Onondaga,Solvay Vg PD,2009,12,6,18,2,0,2,14,6,20
Onondaga,Solvay Vg PD,2010,14,6,20,2,0,2,16,6,22
Onondaga,Solvay Vg PD,2011,14,7,21,2,0,2,16,7,23
Onondaga,Solvay Vg PD,2012,14,7,21,2,0,2,16,7,23
Onondaga,Solvay Vg PD,2013,13,6,19,2,0,2,15,6,21
Onondaga,Solvay Vg PD,2014,12,3,15,1,0,1,13,3,16
Onondaga,Solvay Vg PD,2015,12,3,15,1,0,1,13,3,16
Onondaga,Solvay Vg PD,2016,14,4,18,1,0,1,15,4,19
Onondaga,Solvay Vg PD,2017,14,3,17,1,0,1,15,3,18
Onondaga,Solvay Vg PD,2018,14,4,18,1,0,1,15,4,19
Onondaga,Solvay Vg PD,2019,13,4,17,1,0,1,14,4,18
Onondaga,Solvay Vg PD,2020,13,3,16,1,3,4,14,6,20
Onondaga,Solvay Vg PD,2021,14,5,19,1,1,2,15,6,21
Onondaga,Solvay Vg PD,2022,14,2,16,1,1,2,15,3,18
Onondaga,Solvay Vg PD,2023,11,2,13,1,1,2,12,3,15
Onondaga,SUNY Police - Environmental Science,2007,11,0,11,2,1,3,13,1,14
Onondaga,SUNY Police - Environmental Science,2008,11,0,11,2,2,4,13,2,15
Onondaga,SUNY Police - Environmental Science,2009,10,0,10,2,1,3,12,1,13
Onondaga,SUNY Police - Environmental Science,2010,11,0,11,1,1,2,12,1,13
Onondaga,SUNY Police - Environmental Science,2011,10,0,10,1,1,2,11,1,12
Onondaga,SUNY Police - Environmental Science,2012,9,0,9,1,1,2,10,1,11
Onondaga,SUNY Police - Environmental Science,2013,9,0,9,1,1,2,10,1,11
Onondaga,SUNY Police - Environmental Science,2014,9,0,9,1,1,2,10,1,11
Onondaga,SUNY Police - Environmental Science,2015,8,1,9,2,2,4,10,3,13
Onondaga,SUNY Police - Environmental Science,2016,8,0,8,1,1,2,9,1,10
Onondaga,SUNY Police - Environmental Science,2017,9,0,9,4,9,13,13,9,22
Onondaga,SUNY Police - Environmental Science,2018,9,0,9,4,0,4,13,0,13
Onondaga,SUNY Police - Environmental Science,2019,8,0,8,4,5,9,12,5,17
Onondaga,SUNY Police - Environmental Science,2020,11,0,11,5,0,5,16,0,16
Onondaga,SUNY Police - Environmental Science,2021,8,0,8,5,0,5,13,0,13
Onondaga,SUNY Police - Environmental Science,2022,9,0,9,5,0,5,14,0,14
Onondaga,SUNY Police - Environmental Science,2023,11,0,11,5,0,5,16,0,16
Onondaga,SUNY Police - Upstate Medical,2008,13,0,13,66,0,66,79,0,79
Onondaga,SUNY Police - Upstate Medical,2009,13,0,13,78,1,79,91,1,92
Onondaga,SUNY Police - Upstate Medical,2010,11,0,11,80,6,86,91,6,97
Onondaga,SUNY Police - Upstate Medical,2011,13,0,13,98,10,108,111,10,121
Onondaga,SUNY Police - Upstate Medical,2012,15,0,15,93,4,97,108,4,112
Onondaga,SUNY Police - Upstate Medical,2013,14,0,14,98,2,100,112,2,114
Onondaga,SUNY Police - Upstate Medical,2014,17,0,17,102,1,103,119,1,120
Onondaga,SUNY Police - Upstate Medical,2015,17,0,17,92,12,104,109,12,121
Onondaga,SUNY Police - Upstate Medical,2016,18,0,18,88,17,105,106,17,123
Onondaga,SUNY Police - Upstate Medical,2017,20,0,20,92,22,114,112,22,134
Onondaga,SUNY Police - Upstate Medical,2018,20,0,20,91,22,113,111,22,133
Onondaga,SUNY Police - Upstate Medical,2019,19,0,19,95,24,119,114,24,138
Onondaga,SUNY Police - Upstate Medical,2020,19,0,19,82,25,107,101,25,126
Onondaga,SUNY Police - Upstate Medical,2021,21,0,21,81,25,106,102,25,127
Onondaga,SUNY Police - Upstate Medical,2022,21,0,21,100,29,129,121,29,150
Onondaga,SUNY Police - Upstate Medical,2023,20,0,20,95,27,122,115,27,142
Onondaga,Syracuse City PD,2007,489,0,489,64,0,64,553,0,553
Onondaga,Syracuse City PD,2008,494,0,494,69,64,133,563,64,627
Onondaga,Syracuse City PD,2009,505,0,505,66,1,67,571,1,572
Onondaga,Syracuse City PD,2010,484,0,484,68,55,123,552,55,607
Onondaga,Syracuse City PD,2011,494,0,494,70,55,125,564,55,619
Onondaga,Syracuse City PD,2012,468,0,468,66,55,121,534,55,589
Onondaga,Syracuse City PD,2013,440,0,440,68,53,121,508,53,561
Onondaga,Syracuse City PD,2014,451,0,451,69,54,123,520,54,574
Onondaga,Syracuse City PD,2015,414,0,414,68,54,122,482,54,536
Onondaga,Syracuse City PD,2016,415,0,415,69,54,123,484,54,538
Onondaga,Syracuse City PD,2017,420,0,420,75,52,127,495,52,547
Onondaga,Syracuse City PD,2018,418,0,418,70,61,131,488,61,549
Onondaga,Syracuse City PD,2019,403,0,403,68,72,140,471,72,543
Onondaga,Syracuse City PD,2020,422,0,422,71,57,128,493,57,550
Onondaga,Syracuse City PD,2021,376,0,376,67,73,140,443,73,516
Onondaga,Syracuse City PD,2022,373,0,373,81,82,163,454,82,536
Onondaga,Syracuse City PD,2023,385,0,385,76,73,149,461,73,534
Onondaga,Syracuse Regional Airport Authority Police,2023,7,17,24,0,0,0,7,17,24
Ontario,Canandaigua City PD,2008,25,0,25,4,4,8,29,4,33
Ontario,Canandaigua City PD,2009,25,2,27,3,9,12,28,11,39
Ontario,Canandaigua City PD,2010,23,2,25,2,8,10,25,10,35
Ontario,Canandaigua City PD,2011,23,2,25,2,7,9,25,9,34
Ontario,Canandaigua City PD,2012,23,2,25,2,8,10,25,10,35
Ontario,Canandaigua City PD,2013,22,2,24,2,7,9,24,9,33
Ontario,Canandaigua City PD,2014,24,4,28,2,7,9,26,11,37
Ontario,Canandaigua City PD,2015,22,4,26,2,7,9,24,11,35
Ontario,Canandaigua City PD,2016,22,5,27,2,7,9,24,12,36
Ontario,Canandaigua City PD,2017,23,4,27,2,8,10,25,12,37
Ontario,Canandaigua City PD,2018,24,3,27,2,6,8,26,9,35
Ontario,Canandaigua City PD,2019,24,3,27,2,5,7,26,8,34
Ontario,Canandaigua City PD,2020,25,4,29,2,6,8,27,10,37
Ontario,Canandaigua City PD,2021,25,4,29,2,6,8,27,10,37
Ontario,Canandaigua City PD,2022,23,5,28,2,7,9,25,12,37
Ontario,Canandaigua City PD,2023,24,5,29,2,6,8,26,11,37
Ontario,Clifton Springs Vg PD,2007,2,2,4,0,1,1,2,3,5
Ontario,Clifton Springs Vg PD,2008,2,2,4,0,1,1,2,3,5
Ontario,Clifton Springs Vg PD,2009,2,2,4,0,1,1,2,3,5
Ontario,Clifton Springs Vg PD,2010,2,2,4,0,1,1,2,3,5
Ontario,Clifton Springs Vg PD,2011,2,2,4,0,1,1,2,3,5
Ontario,Clifton Springs Vg PD,2012,2,3,5,0,1,1,2,4,6
Ontario,Clifton Springs Vg PD,2013,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2014,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2015,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2016,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2017,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2021,1,4,5,0,0,0,1,4,5
Ontario,Clifton Springs Vg PD,2022,0,4,4,0,0,0,0,4,4
Ontario,Clifton Springs Vg PD,2023,0,3,3,0,0,0,0,3,3
Ontario,Geneva City PD,2007,33,0,33,5,10,15,38,10,48
